from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
trademax,ENSHO,Economy,Energy,Energy: Trade,Energy: Shortages,204,2,1
endemm,ENSHO,Energy,Energy,Energy: Demand,Energy: Shortages,115,2,1
enrgdpgr,ENSHO,Energy,Energy,Energy: Demand,Energy: Shortages,115,2,1
ENP,ENSHO,Energy,Energy,Energy: Production,Energy: Shortages,209,1,1
GDPP,ENSHO,Economy,Energy,Energy: GDP,Energy: Shortages,142,1,1
POPR,ENSHO,Demography,Energy,Energy: Population,Energy: Shortages,212,1,1
enconv,ENSHO,Energy,Energy,Energy: Demand,Energy: Shortages,136,2,1
WEP,ENSHO,Energy,Energy,Energy: Production,Energy: Shortages,118,1,1
ENPRI,ENSHO,Energy,Energy,Energy: Prices,Energy: Shortages,171,1,1
elasde,ENSHO,Energy,Energy,Energy: Demand,Energy: Shortages,117,2,1
GDPPC,ENSHO,Economy,Energy,Energy: GDP,Energy: Shortages,213,1,1
igdpr,ENSHO,Economy,Energy,Energy: GDP,Energy: Shortages,213,2,1
WEPBYEAR,ENSHO,Energy,Energy,Energy: Production,Energy: Shortages,162,1,1
POP,ENSHO,Demography,Energy,Energy: Population,Energy: Shortages,141,1,1
ENST,ENSHO,Energy,Energy,Energy: Stocks,Energy: Shortages,0,1,1
ensolfuelm,ENSOLFUEL,Environment,Environment,Other: Soild Fuels,Other: Soild Fuels,0,2,1
ensolfueltrgtyr,ENSOLFUEL,Environment,Environment,Other: Soild Fuels,Other: Soild Fuels,0,2,1
ensolfuelsetar,ENSOLFUEL,Environment,Environment,Other: Soild Fuels,Other: Soild Fuels,0,2,1
ensolfueltrgtval,ENSOLFUEL,Environment,Environment,Other: Soild Fuels,Other: Soild Fuels,2,2,1
ensolfuelseyrtar,ENSOLFUEL,Environment,Environment,Other: Soild Fuels,Other: Soild Fuels,1,2,1
INFRAELECACC,ENSOLFUEL,Infrastructure,Environment,Other: Electricity,Other: Soild Fuels,4,1,1
POPURBAN,ENSOLFUEL,Demography,Environment,Other: Population,Other: Soild Fuels,4,1,1
POP,ENSOLFUEL,Demography,Environment,Other: Population,Other: Soild Fuels,4,1,1
GDPPCP,ENSOLFUEL,Economy,Environment,Other: GDP,Other: Soild Fuels,642,1,1
enxl,ENST,Energy,Energy,Energy: Trade,Energy: Stocks,0,2,1
ENP,ENST,Energy,Energy,Energy: Production,Energy: Stocks,4,1,1
dstlen,ENST,Water,Energy,Energy: Desalination,Energy: Stocks,8,2,1
ENDEM,ENST,Energy,Energy,Energy: Demand,Energy: Stocks,202,1,1
endemm,ENST,Energy,Energy,Energy: Demand,Energy: Stocks,85,2,1
enrgdpgr,ENST,Energy,Energy,Energy: Demand,Energy: Stocks,85,2,1
GDPP,ENST,Economy,Energy,Energy: GDP,Energy: Stocks,112,1,1
POPR,ENST,Demography,Energy,Energy: Population,Energy: Stocks,182,1,1
enconv,ENST,Energy,Energy,Energy: Demand,Energy: Stocks,106,2,1
WEP,ENST,Energy,Energy,Energy: Production,Energy: Stocks,88,1,1
ENPRI,ENST,Energy,Energy,Energy: Prices,Energy: Stocks,141,1,1
elasde,ENST,Energy,Energy,Energy: Demand,Energy: Stocks,87,2,1
GDPPC,ENST,Economy,Energy,Energy: GDP,Energy: Stocks,183,1,1
igdpr,ENST,Economy,Energy,Energy: GDP,Energy: Stocks,183,2,1
WEPBYEAR,ENST,Energy,Energy,Energy: Production,Energy: Stocks,132,1,1
POP,ENST,Demography,Energy,Energy: Population,Energy: Stocks,111,1,1
ENX,ENST,Energy,Energy,Energy: Trade,Energy: Stocks,0,1,1
ENM,ENST,Energy,Energy,Energy: Trade,Energy: Stocks,0,1,1
ENPRR,ENST,Energy,Energy,Energy: Production,Energy: Stocks,4,1,1
envpm2pt5m,ENVPM2PT5,Environment,Environment,Environment: Climate change,Environment: Carbon Emissions,0,2,1
GDPPCP,ENVPM2PT5,Economy,Environment,Environment: GDP,Environment: Carbon Emissions,1,1,1
EDYRSAG25,ENVPM2PT5,Education,Environment,Environment: Years of Education,Environment: Carbon Emissions,1,1,1
GDS,ENVPM2PT5,Economy,Environment,Environment: Government Finance,Environment: Carbon Emissions,1,1,1
GDP,ENVPM2PT5,Economy,Environment,Environment: GDP,Environment: Carbon Emissions,1,1,1
envpm25hldsw,ENVPM2PT5,Environment,Environment,Environment: Climate change,Environment: Carbon Emissions,0,2,1
envclimsens,ENVPRCHG,Environment,Environment,Environment: Climate change,Environment: Climate change,6,2,1
CO2PPM,ENVPRCHG,Environment,Environment,Environment: Carbon Emissions,Environment: Climate change,6,1,1
envclimsens,ENVTPCHG,Environment,Environment,Environment: Climate change,Environment: Climate change,7,2,1
CO2PPM,ENVTPCHG,Environment,Environment,Environment: Carbon Emissions,Environment: Climate change,7,1,1
envylchgadd,ENVYLCHG,Environment,Environment,Other: Climate change,Other: Climate change,0,2,1
envylchgm,ENVYLCHG,Agriculture,Environment,Other: Resources,Other: Climate change,0,2,1
envco2fert,ENVYLCHG,Environment,Environment,Other: Climate change,Other: Climate change,11,2,1
CO2PPM,ENVYLCHG,Environment,Environment,Other: Carbon Emissions,Other: Climate change,11,1,1
envclimsens,ENVYLCHG,Environment,Environment,Other: Climate change,Other: Climate change,9,2,1
ENM,ENX,Energy,Energy,Energy: Trade,Energy: Trade,2,1,1
enxl,ENX,Energy,Energy,Energy: Trade,Energy: Trade,0,2,1
ENDEM,ENX,Energy,Energy,Energy: Demand,Energy: Trade,16,1,1
ENST,ENX,Energy,Energy,Energy: Stocks,Energy: Trade,11,1,1
ENSHO,ENX,Energy,Energy,Energy: Shortages,Energy: Trade,11,1,1
trademax,ENX,Economy,Energy,Energy: Trade,Energy: Trade,129,2,1
ENP,ENX,Energy,Energy,Energy: Production,Energy: Trade,23,1,1
endemm,ENX,Energy,Energy,Energy: Demand,Energy: Trade,40,2,1
enrgdpgr,ENX,Energy,Energy,Energy: Demand,Energy: Trade,40,2,1
GDPP,ENX,Economy,Energy,Energy: GDP,Energy: Trade,67,1,1
POPR,ENX,Demography,Energy,Energy: Population,Energy: Trade,137,1,1
enconv,ENX,Energy,Energy,Energy: Demand,Energy: Trade,61,2,1
WEP,ENX,Energy,Energy,Energy: Production,Energy: Trade,43,1,1
ENPRI,ENX,Energy,Energy,Energy: Prices,Energy: Trade,96,1,1
elasde,ENX,Energy,Energy,Energy: Demand,Energy: Trade,42,2,1
GDPPC,ENX,Economy,Energy,Energy: GDP,Energy: Trade,138,1,1
igdpr,ENX,Economy,Energy,Energy: GDP,Energy: Trade,138,2,1
WEPBYEAR,ENX,Energy,Energy,Energy: Production,Energy: Trade,87,1,1
POP,ENX,Demography,Energy,Energy: Population,Energy: Trade,66,1,1
EXRATE,ENX,Economy,Energy,Energy: Trade,Energy: Trade,3,1,1
XS,ENX,Economy,Energy,Energy: Government Finance,Energy: Trade,0,1,1
eprohw,EPROFITR,Energy,Energy,Energy: Prices,Energy: Prices,0,2,1
ENP,EPROFITR,Energy,Energy,Energy: Production,Energy: Prices,3,1,1
lke,EPROFITR,Energy,Energy,Energy: Prices,Energy: Prices,4,2,1
QE,EPROFITR,Energy,Energy,Energy: Production,Energy: Prices,217,1,1
ENPRI,EPROFITR,Energy,Energy,Energy: Prices,Energy: Prices,9,1,1
enprix,EPROFITR,Energy,Energy,Energy: Prices,Energy: Prices,11,2,1
GDPPOT,EXRATE,Economy,Economy,Economy: GDP,Economy: Trade,1,1,1
XDEBTRPA,EXRATE,Economy,Economy,Economy: Government Finance,Economy: Trade,3,1,1
elerca1,EXRATE,Economy,Economy,Economy: Elasticities,Economy: Trade,10,2,1
elerca2,EXRATE,Economy,Economy,Economy: Elasticities,Economy: Trade,9,2,1
X,EXRATE,Economy,Economy,Economy: Trade,Economy: Trade,9,1,1
M,EXRATE,Economy,Economy,Economy: Trade,Economy: Trade,9,1,1
repayrm,EXRATE,Economy,Economy,Economy: Government Finance,Economy: Trade,4,2,1
GDPPCP,EXRATE,Economy,Economy,Economy: GDP,Economy: Trade,6,1,1
GDS,EXTRASTDRATIO,Economy,Education,Education: Government Finance,Education: Expenditure,500,1,1
GDSED,EXTRASTDRATIO,Economy,Education,Education: Government Finance,Education: Expenditure,500,1,1
EDEXPERTER,EXTRASTDRATIO,Education,Education,Education: Expenditure,Education: Expenditure,501,1,1
GDPPC,EXTRASTDRATIO,Economy,Education,Education: GDP,Education: Expenditure,501,1,1
EDTERTOT,EXTRASTDRATIO,Education,Education,Education: Enrollment,Education: Expenditure,501,1,1
EDPRITOT,EXTRASTDRATIO,Education,Education,Education: Enrollment,Education: Expenditure,548,1,1
EDEXPERPRI,EXTRASTDRATIO,Education,Education,Education: Expenditure,Education: Expenditure,552,1,1
EDSECLOWRTOT,EXTRASTDRATIO,Education,Education,Education: Enrollment,Education: Expenditure,547,1,1
EDSECUPPRTOT,EXTRASTDRATIO,Education,Education,Education: Enrollment,Education: Expenditure,546,1,1
EDEXPERSECLOWR,EXTRASTDRATIO,Education,Education,Education: Expenditure,Education: Expenditure,551,1,1
EDEXPERSECUPPR,EXTRASTDRATIO,Education,Education,Education: Expenditure,Education: Expenditure,550,1,1
AGDEM,FDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,1,1,1
FSTOCK,FDEM,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Demand,3,1,1
AGP,FDEM,Agriculture,Agriculture,Agriculture: Production,Agriculture: Demand,18,1,1
AGX,FDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,17,1,1
AGM,FDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,17,1,1
WAP,FDEM,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Demand,167,1,1
C,FDEM,Economy,Agriculture,Agriculture: consumption,Agriculture: Demand,10,1,1
CS,FDEM,Economy,Agriculture,Agriculture: consumption,Agriculture: Demand,209,1,1
GRAMSPC,FDEM,Agriculture,Agriculture,Agriculture: Nutrition,Agriculture: Demand,0,1,1
POP,FDEM,Demography,Agriculture,Agriculture: Population,Agriculture: Demand,0,1,1
INFMOR,FDEM,Demography,Agriculture,Agriculture: Mortality,Agriculture: Demand,1,1,1
POPR,FDEM,Demography,Agriculture,Agriculture: Population,Agriculture: Demand,1,1,1
YTHBULGE,FDEM,Demography,Agriculture,Agriculture: Population,Agriculture: Demand,1,1,1
MIGRANTS,FDEM,Demography,Agriculture,Agriculture: Migration,Agriculture: Demand,1,1,1
AGDEM,FEDDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,2,1,1
FSTOCK,FEDDEM,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Demand,4,1,1
AGP,FEDDEM,Agriculture,Agriculture,Agriculture: Production,Agriculture: Demand,19,1,1
AGX,FEDDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,18,1,1
AGM,FEDDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,18,1,1
FDEM,FEDDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,1,1
LVHERD,FEDDEM,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Demand,0,1,1
livhdpro,FEDDEM,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Demand,0,2,1
feddemm,FEDDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,2,1
GDPPCP,FEDDEM,Economy,Agriculture,Agriculture: GDP,Agriculture: Demand,1,1,1
LD,FEDDEM,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Demand,2,1,1
GLDCAP,FEDDEM,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Demand,2,1,1
WAP,FEDDEM,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Demand,3,1,1
elglinpr,FEDDEM,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Demand,3,2,1
femshrgr,FEMSHRLAB,Economy,Economy,Economy: Labor,Economy: Labor,0,2,1
labfemshrm,FEMSHRLAB,Demography,Economy,Economy: Labor,Economy: Labor,2,2,1
FIRMINC,FIRMEARN,Economy,Economy,Economy: Income,Economy: Income,0,1,1
FIRMTAX,FIRMGOVSS,Economy,Economy,Economy: Taxation,Economy: Payments,2,1,1
INDIRECTTAX,FIRMGOVSS,Economy,Economy,Economy: Taxation,Economy: Payments,2,1,1
FIRMINC,FIRMGOVSS,Economy,Economy,Economy: Income,Economy: Payments,2,1,1
govrevtrgtval,FIRMGOVSS,Economy,Economy,Economy: Government Finance,Economy: Payments,3,2,1
govrevtrgtyr,FIRMGOVSS,Economy,Economy,Economy: Government Finance,Economy: Payments,3,2,1
HHTAX,FIRMGOVSS,Economy,Economy,Economy: Taxation,Economy: Payments,5,1,1
HHGOVSS,FIRMGOVSS,Economy,Economy,Economy: Payments,Economy: Payments,6,1,1
VADD,FIRMGOVSS,Economy,Economy,Economy: Value Added,Economy: Payments,1054,1,1
WP,FIRMGOVSS,Economy,Economy,Economy: Prices,Economy: Payments,1054,1,1
GDP,FIRMGOVSS,Economy,Economy,Economy: GDP,Economy: Payments,1360,1,1
SSWELTAXR,FIRMGOVSS,Economy,Economy,Economy: Savings,Economy: Payments,0,1,1
ssweltaxrm,FIRMGOVSS,Economy,Economy,Economy: Savings,Economy: Payments,0,2,1
govrevm,FIRMGOVSS,Economy,Economy,Economy: Government Finance,Economy: Payments,0,2,1
VADDF,FIRMINC,Economy,Economy,Economy: Value Added,Economy: Income,0,1,1
FIRMEARN,FIRMINCDIS,Economy,Economy,Economy: Income,Economy: Income,0,1,1
FIRMTAX,FIRMINCDIS,Economy,Economy,Economy: Taxation,Economy: Income,0,1,1
FIRMGOVSS,FIRMINCDIS,Economy,Economy,Economy: Payments,Economy: Income,0,1,1
HHDIVINT,FIRMINCDIS,Economy,Economy,Economy: Incomes,Economy: Income,0,1,1
XWORKREMIT,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
FIRMINC,FIRMSAV,Economy,Economy,Economy: Income,Economy: Savings,0,1,1
FIRMTAX,FIRMSAV,Economy,Economy,Economy: Taxation,Economy: Savings,0,1,1
INDIRECTTAX,FIRMSAV,Economy,Economy,Economy: Taxation,Economy: Savings,0,1,1
HHDIVINT,FIRMSAV,Economy,Economy,Economy: Incomes,Economy: Savings,0,1,1
FIRMGOVSS,FIRMSAV,Economy,Economy,Economy: Payments,Economy: Savings,0,1,1
XFDIFOUT,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
XPORTFOUT,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
XFDIFIN,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
XPORTFIN,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
XWBSUBF,FIRMSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
GDPRPA,FIRMSAV,Economy,Economy,Economy: GDP,Economy: Savings,1,1,1
GDP,FIRMSAV,Economy,Economy,Economy: GDP,Economy: Savings,1,1,1
FIRMGOVSS,FIRMTAX,Economy,Economy,Economy: Payments,Economy: Taxation,1,1,1
INDIRECTTAX,FIRMTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,1,1,1
FIRMINC,FIRMTAX,Economy,Economy,Economy: Income,Economy: Taxation,1,1,1
govrevtrgtval,FIRMTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,2,2,1
govrevtrgtyr,FIRMTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,2,2,1
HHTAX,FIRMTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,4,1,1
HHGOVSS,FIRMTAX,Economy,Economy,Economy: Payments,Economy: Taxation,5,1,1
VADD,FIRMTAX,Economy,Economy,Economy: Value Added,Economy: Taxation,1053,1,1
WP,FIRMTAX,Economy,Economy,Economy: Prices,Economy: Taxation,1053,1,1
GDP,FIRMTAX,Economy,Economy,Economy: GDP,Economy: Taxation,1359,1,1
FIRMTAXR,FIRMTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,0,1,1
govrevm,FIRMTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,0,2,1
govrevtrgtval,FIRMTAXR,Economy,Economy,Economy: Government Finance,Economy: Taxation,10,2,1
govrevtrgtyr,FIRMTAXR,Economy,Economy,Economy: Government Finance,Economy: Taxation,10,2,1
HHTAX,FIRMTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,12,1,1
FIRMTAX,FIRMTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,12,1,1
INDIRECTTAX,FIRMTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,12,1,1
HHGOVSS,FIRMTAXR,Economy,Economy,Economy: Payments,Economy: Taxation,13,1,1
FIRMGOVSS,FIRMTAXR,Economy,Economy,Economy: Payments,Economy: Taxation,13,1,1
VADD,FIRMTAXR,Economy,Economy,Economy: Value Added,Economy: Taxation,1061,1,1
WP,FIRMTAXR,Economy,Economy,Economy: Prices,Economy: Taxation,1061,1,1
GDP,FIRMTAXR,Economy,Economy,Economy: GDP,Economy: Taxation,1367,1,1
firmtaxrm,FIRMTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,0,2,1
taxinfadjm,FIRMTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,2,2,1
GDPSHADOWSHR,FIRMTAXR,Economy,Economy,Economy: Informal Economy,Economy: Taxation,268,1,1
gdpshadowon,FIRMTAXR,Economy,Economy,Economy: Informal Economy,Economy: Taxation,268,2,1
GDPPCP,FIRMTAXR,Economy,Economy,Economy: GDP,Economy: Taxation,271,1,1
AGDEM,FMDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,3,1,1
FSTOCK,FMDEM,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Demand,5,1,1
AGP,FMDEM,Agriculture,Agriculture,Agriculture: Production,Agriculture: Demand,20,1,1
AGX,FMDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,19,1,1
AGM,FMDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,19,1,1
FDEM,FMDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,1,1
X,FORSAV,Economy,Economy,Economy: Trade,Economy: Savings,0,1,1
M,FORSAV,Economy,Economy,Economy: Trade,Economy: Savings,0,1,1
AID,FORSAV,Sociopolitical,Economy,Economy: AID,Economy: Savings,0,1,1
XFDIFIN,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XFDIFOUT,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XPORTFIN,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XPORTFOUT,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XWBSUBF,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XWORKREMIT,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,2,1,1
XWBLNFIN,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,1,1,1
XWBLNFOUT,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,1,1,1
XIMFCRFIN,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,1,1,1
XIMFCRFOUT,FORSAV,Economy,Economy,Economy: Government Finance,Economy: Savings,1,1,1
MRPA,FORSAVRPA,Economy,Economy,Economy: Trade,Economy: Savings,0,1,1
XRPA,FORSAVRPA,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
AID,FORSAVRPA,Sociopolitical,Economy,Economy: AID,Economy: Savings,0,1,1
WAP,FPRI,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Prices,0,1,1
fprihw,FPRI,Agriculture,Agriculture,Agriculture: Prices,Agriculture: Prices,1,2,1
fpricr2,FPRI,Agriculture,Agriculture,Agriculture: Prices,Agriculture: Prices,1,2,1
LD,FPRI,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Prices,28,1,1
CLD,FPRI,Agriculture,Agriculture,Agriculture: Nutrition,Agriculture: Prices,28,1,1
KAG,FPRI,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Prices,28,1,1
AGDEM,FPRI,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Prices,3,1,1
AGP,FPRI,Agriculture,Agriculture,Agriculture: Production,Agriculture: Prices,3,1,1
YL,FPRI,Agriculture,Agriculture,Agriculture: Production,Agriculture: Prices,223,1,1
dstl,FPRI,Economy,Agriculture,Agriculture: Stocks,Agriculture: Prices,417,2,1
AGFISHCATCH,FPRI,Agriculture,Agriculture,Agriculture: Production,Agriculture: Prices,427,1,1
AQUACUL,FPRI,Agriculture,Agriculture,Agriculture: Production,Agriculture: Prices,428,1,1
FSTOCK,FPRI,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Prices,295,1,1
LABS,FPRI,Economy,Agriculture,Agriculture: Labor,Agriculture: Prices,329,1,1
ylmaxgr,FPRI,Agriculture,Agriculture,Agriculture: Production,Agriculture: Prices,225,2,1
aglossprodm,FPRI,Agriculture,Agriculture,Agriculture: Losses,Agriculture: Prices,429,2,1
AGX,FPRI,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Prices,40,1,1
